,ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NoPaidPerc,NewLoanApplication,PredNoPago,error,nopago_presta
344,10345,788,0.132086510010329,164509,48,9,3,18185,3,27,Own,High School,Divorced,10,0.16131839,327330.0,0.18290377,-0.021585376632080072,0.22119973335292287
345,10346,733,0.6008485431731359,47358,82,3,4,7755,18,0,Rent,Masters,Widowed,0,0.15607922,77550.0,0.10738904,0.048690179708690634,0.21268714700922506
346,10347,754,0.0630293168877644,93965,60,5,10,6016,14,6,Mortgage,High School,Widowed,25,0.0,66176.0,0.0031184694,-0.0031184693798422813,0.0
347,10348,752,0.3465111336855802,167417,29,7,14,14672,7,16,Rent,Masters,Widowed,12,0.0,176064.0,0.002901295,-0.002901294967159629,0.0
348,10349,357,0.3157768738939535,42046,72,7,2,17632,1,4,Rent,Masters,Married,19,0.16641147,123424.0,0.17995225,-0.013540778930931086,0.22957752369745296
349,10350,793,0.0097820511345129,114747,22,8,14,9010,14,8,Mortgage,Masters,Widowed,7,0.0,99110.0,0.002103197,-0.0021031969226896763,0.0
350,10351,592,0.3133704168418351,134371,87,3,3,4965,10,3,Rent,High School,Widowed,24,0.0,14895.0,0.0034457303,-0.003445730311796069,0.0
351,10352,489,0.7347852103535717,166106,29,5,1,12358,1,5,Own,High School,Widowed,13,0.16552661,49432.0,0.17133953,-0.005812916772499094,0.2281146454532241
352,10353,610,0.1558479624208305,198521,58,8,2,6973,10,27,Own,High School,Widowed,14,0.16257945,62757.0,0.19822435,-0.03564490081005098,0.2232646040272119
353,10354,705,0.9545009762329432,140452,25,8,6,1230,13,3,Mortgage,Masters,Widowed,3,0.0,23370.0,0.0069933995,-0.00699339946731925,0.0
354,10355,403,0.2724108326562175,55397,83,9,5,17172,13,12,Rent,Masters,Widowed,24,0.0,240408.0,0.1058239,-0.10582389682531357,0.0
355,10356,819,0.0886805457517706,42238,22,7,16,7821,8,9,Mortgage,Masters,Widowed,25,0.0,125136.0,0.00270145,-0.0027014499064534903,0.0
356,10357,706,0.13563723321194,85407,42,3,18,6991,6,13,Rent,Masters,Divorced,25,0.1653138,34955.0,0.18232772,-0.017013917542648305,0.227763283974265
357,10358,837,0.0733632518599233,126944,81,0,8,9522,12,24,Mortgage,High School,Widowed,12,0.16443698,199962.0,0.16424298,0.00019399713562012755,0.22631749188708708
358,10359,677,0.0550606114189681,153520,62,2,0,4286,10,7,Own,High School,Widowed,26,0.0,42860.0,0.016207075,-0.016207074746489525,0.0
359,10360,461,0.146540418776271,146019,80,7,10,12011,16,10,Rent,Masters,Widowed,2,0.15680583,240220.0,0.09743644,0.059369387028770454,0.21386142233407524
360,10361,537,0.9423241086041324,153501,31,4,9,6195,0,6,Rent,Masters,Widowed,12,0.0,117705.0,0.004944752,-0.004944751970469952,0.0
361,10362,846,0.3581438023186625,119864,83,2,15,10921,3,8,Mortgage,High School,Widowed,19,0.15120988,76447.0,0.056675516,0.0945343639310646,0.2048696820363555
362,10363,359,0.3398528298018389,38414,64,1,3,12573,4,1,Own,High School,Widowed,18,0.16729848,276606.0,0.1633309,0.003967582311134338,0.23104707674846095
363,10364,788,0.2717280667206765,69272,49,0,13,10955,19,2,Rent,Bachelor,Widowed,15,0.16554284,153370.0,0.17301339,-0.007470549110565189,0.22814144946638124
364,10365,775,0.0690079143887099,105451,80,5,18,7393,8,8,Rent,Bachelor,Widowed,23,0.0,36965.0,0.0041351756,-0.004135175608098507,0.0
365,10366,602,0.0470983346191057,169607,20,7,3,18166,8,22,Rent,High School,Divorced,2,0.15028252,36332.0,0.16707177,-0.016789254601936338,0.20339101179841548
366,10367,368,0.1897681462107644,33679,68,8,12,4442,7,14,Own,High School,Widowed,25,0.1650001,84398.0,0.16264547,0.0023546259237289535,0.22724567392163764
367,10368,566,0.670790723449354,60159,79,8,0,4333,11,9,Own,High School,Widowed,3,0.15286005,17332.0,0.13163722,0.02122283438568115,0.2075088744191559
368,10369,388,0.695752755764874,38135,24,9,5,16190,12,0,Mortgage,Masters,Widowed,11,0.0,145710.0,0.0032046547,-0.0032046546693891287,0.0
369,10370,823,0.6795955089566378,88531,43,0,6,6930,8,1,Rent,High School,Widowed,2,0.0,69300.0,0.0054924353,-0.005492435302585363,0.0
370,10371,325,0.0230970829214485,159616,35,0,8,10418,5,2,Rent,High School,Married,1,0.16097826,104180.0,0.15066771,0.010310547907600415,0.22064386436518318
371,10372,544,0.4923780594332299,167232,47,8,5,1498,9,5,Mortgage,High School,Widowed,11,0.0,19474.0,0.0044291182,-0.004429118242114782,0.0
372,10373,676,0.7687461088914361,143470,88,6,14,6802,1,4,Rent,Masters,Widowed,29,0.15192373,136040.0,0.00850008,0.14342365037564517,0.20601011451481835
373,10374,302,0.0437044908073318,139650,37,3,4,3110,11,1,Mortgage,High School,Widowed,2,0.0,9330.0,0.004615816,-0.004615815822035074,0.0
374,10375,592,0.3473893747923193,133062,76,9,6,3508,2,12,Own,High School,Widowed,23,0.0,38588.0,0.15747902,-0.15747901797294617,0.0
375,10376,714,0.0506244982948149,173873,66,8,19,15427,3,10,Rent,Masters,Single,6,0.0,339394.0,0.0027922927,-0.0027922927401959896,0.0
376,10377,723,0.170662140322539,198131,80,9,7,6491,2,7,Own,Masters,Widowed,16,0.0,103856.0,0.0032249128,-0.0032249127980321646,0.0
377,10378,673,0.669828871557815,199240,38,6,17,8518,18,9,Rent,Masters,Widowed,16,0.16157502,187396.0,0.16449969,-0.0029246651682662828,0.2216194381517593
378,10379,619,0.5487292934479051,166663,56,1,18,13956,12,8,Rent,Masters,Widowed,20,0.1577942,83736.0,0.08208573,0.07570847135467529,0.2154619809077543
379,10380,521,0.3676882929948928,35688,49,9,18,11774,2,16,Rent,Bachelor,Widowed,13,0.16951273,47096.0,0.15750895,0.012003775594215393,0.2347292325143045
380,10381,618,0.0788535791654737,154275,23,7,3,15374,12,13,Own,High School,Single,11,0.16852267,199862.0,0.1684904,3.227505008698839e-05,0.23308040220411072
381,10382,457,0.715356507712254,186305,35,8,3,5345,11,11,Own,Masters,Divorced,3,0.16269264,16035.0,0.18434893,-0.021656285948143006,0.223450246514016
382,10383,742,0.0535339647361408,172205,50,5,1,9460,4,14,Own,High School,Single,3,0.0,28380.0,0.00542602,-0.00542601989582181,0.0
383,10384,620,0.5448342068157916,137859,73,8,19,19687,2,5,Rent,Bachelor,Widowed,2,0.16560812,393740.0,0.012549055,0.15305906519108534,0.22824927059453168
384,10385,625,0.1421935834475235,143404,32,1,19,19648,18,29,Rent,High School,Divorced,9,0.16987857,353664.0,0.20535597,-0.03547740205162048,0.23533949183795927
385,10386,404,0.1044173205943227,103177,59,5,0,11712,2,21,Mortgage,Masters,Divorced,12,0.1687571,35136.0,0.18405144,-0.015294339166069038,0.2334704633266641
386,10387,801,0.0139318374822825,30096,45,8,5,5659,1,5,Own,Bachelor,Widowed,14,0.15244031,84885.0,0.14383718,0.008603126286087032,0.2068365904706959
387,10388,542,0.3766850037839215,126570,53,9,8,5770,3,3,Mortgage,Bachelor,Widowed,17,0.16061732,23080.0,0.1613094,-0.0006920861613082807,0.22005447860801708
388,10389,701,0.7228064957684504,33199,41,4,0,18482,14,15,Rent,Masters,Widowed,5,0.1553816,203302.0,0.15927774,-0.003896137140655509,0.2115616235687028
389,10390,321,0.5652362855875587,175328,69,8,5,2710,2,3,Rent,High School,Widowed,3,0.0,21680.0,0.0036577869,-0.003657786874100566,0.0
390,10391,685,0.0824550373179013,144717,74,2,10,3639,2,6,Rent,Masters,Widowed,12,0.0,65502.0,0.002590786,-0.0025907859671860933,0.0
391,10392,613,0.6877086463600056,179610,45,6,3,18121,12,0,Own,Bachelor,Widowed,2,0.16611373,36242.0,0.1696154,-0.003501672817726148,0.2290849440415896
392,10393,801,0.4473905516219166,148478,56,6,1,8689,13,19,Mortgage,Masters,Widowed,12,0.0,182469.0,0.1509744,-0.15097439289093018,0.0
393,10394,637,0.2287438531031993,45814,18,9,7,13199,13,20,Rent,Masters,Divorced,19,0.1644101,79194.0,0.18004304,-0.0156329417060852,0.2262732172803908
394,10395,520,0.2086808625397562,153385,37,2,17,10059,4,2,Rent,Bachelor,Widowed,8,0.15971518,211239.0,0.13826838,0.02144679864280702,0.21858357146092441
395,10396,612,0.4530717550378198,198549,27,5,6,18512,4,7,Rent,Bachelor,Widowed,23,0.16031317,129584.0,0.17119892,-0.010885749415473933,0.21955821969959913
396,10397,801,0.43759655483027,183990,78,2,3,2294,0,9,Mortgage,Masters,Widowed,10,0.0,22940.0,0.008857492,-0.008857492357492447,0.0
397,10398,767,0.1017008145038689,116797,28,1,19,1820,14,13,Own,High School,Widowed,9,0.15859428,14560.0,0.16545391,-0.006859630827636715,0.2167603780967878
398,10399,492,0.0049150845358437,176047,88,7,17,15948,17,25,Rent,High School,Widowed,6,0.0,175428.0,0.0044816546,-0.004481654614210129,0.0
399,10400,649,0.987810565520883,197456,26,3,14,17798,8,0,Rent,Masters,Married,3,0.0,284768.0,0.0041191713,-0.004119171295315027,0.0
400,10401,520,0.1888088276974021,135647,66,9,1,1201,7,22,Mortgage,Masters,Widowed,0,0.0,21618.0,0.017371006,-0.017371006309986115,0.0
401,10402,651,0.3200879487025095,188602,21,0,5,9327,10,1,Own,High School,Widowed,16,0.16958398,93270.0,0.16738833,0.0021956451296615553,0.23484804279185262
402,10403,561,0.0996613948076154,110920,47,7,12,6027,7,14,Rent,Bachelor,Widowed,15,0.15006122,114513.0,0.12963526,0.020425960490913386,0.20303862708794146
403,10404,727,0.7326348885542041,134553,36,8,5,18761,1,4,Rent,High School,Widowed,17,0.0,150088.0,0.006639461,-0.006639461033046246,0.0
404,10405,469,0.3803302849548945,199439,76,0,15,12949,11,0,Rent,High School,Widowed,22,0.16787203,246031.0,0.088566504,0.07930552558115006,0.2319989730666066
405,10406,321,0.0693688077061027,149819,59,3,2,15276,2,22,Rent,High School,Widowed,14,0.0,183312.0,0.009489733,-0.009489732794463634,0.0
406,10407,801,0.476629964059262,52494,54,8,16,4276,10,6,Rent,Masters,Widowed,13,0.0,89796.0,0.002762377,-0.002762377029284835,0.0
407,10408,555,0.3081751568844761,190839,35,0,0,18841,3,2,Rent,Bachelor,Widowed,16,0.0,131887.0,0.049047213,-0.049047213047742844,0.0
408,10409,608,0.325260265579451,158235,39,6,17,12932,7,12,Mortgage,High School,Widowed,26,0.1614075,258640.0,0.16004646,0.0013610417556762788,0.22134543893488204
409,10410,794,0.0997293983346677,173812,48,1,14,10940,12,18,Rent,Masters,Divorced,4,0.16430612,240680.0,0.18076669,-0.01646056679714203,0.2261019764797128
410,10411,584,0.5880569977396541,192285,83,0,18,10251,11,1,Rent,Masters,Widowed,5,0.1554148,30753.0,0.14177187,0.013642932128715507,0.21161514551758645
411,10412,640,0.4086727142235937,131423,58,7,10,9085,5,8,Mortgage,Masters,Widowed,5,0.0,72680.0,0.0025091006,-0.0025091005954891443,0.0
412,10413,303,0.8613875998646343,174493,47,6,10,16462,9,3,Rent,Masters,Widowed,8,0.15478079,296316.0,0.15278734,0.0019934473324203505,0.2105937801626634
413,10414,530,0.4205341415836877,91911,58,8,3,9600,17,23,Rent,Masters,Widowed,2,0.16214627,28800.0,0.16916221,-0.0070159438023376375,0.22255461045688738
414,10415,638,0.0641897747089069,167499,36,4,19,15591,10,6,Rent,Masters,Single,28,0.0,124728.0,0.013423277,-0.01342327706515789,0.0
415,10416,414,0.6239517645685398,133942,19,6,6,9588,0,21,Rent,Masters,Widowed,3,0.0,105468.0,0.011164895,-0.011164895258843899,0.0
416,10417,696,0.1962340264032305,175484,24,9,10,11725,18,23,Mortgage,Masters,Widowed,4,0.0,105525.0,0.0060069542,-0.006006954237818718,0.0
417,10418,847,0.1922198676214852,93323,48,9,19,19948,13,24,Own,High School,Widowed,7,0.15360717,398960.0,0.050012246,0.10359492422573088,0.20870716201601083
418,10419,808,0.7157447907213077,118001,41,8,16,15502,1,24,Rent,High School,Widowed,15,0.16266856,46506.0,0.16059409,0.002074469180641164,0.22341074879500508
419,10420,511,0.0589120793153926,185898,25,4,7,14730,5,27,Own,High School,Widowed,13,0.15960498,29460.0,0.18197581,-0.022370831719894402,0.21840411072402596
420,10421,472,0.1823467604393172,60911,75,7,4,8148,19,5,Rent,High School,Divorced,1,0.16939229,179256.0,0.162332,0.007060291651763917,0.23452844363797204
421,10422,765,0.7332235699058937,120949,32,0,16,6412,1,5,Rent,Masters,Widowed,8,0.0,38472.0,0.0044122827,-0.004412282723933458,0.0
422,10423,835,0.2271956347642936,35396,26,0,2,3164,18,5,Own,High School,Widowed,22,0.15158658,47460.0,0.16852182,-0.01693524149887085,0.20547125126804344
423,10424,760,0.2665507292335559,163940,67,9,16,5232,3,7,Rent,Masters,Single,9,0.0,94176.0,0.0036532765,-0.003653276478871703,0.0
424,10425,731,0.535352560899012,194077,25,8,10,12225,5,17,Rent,Bachelor,Widowed,2,0.0,146700.0,0.13247393,-0.1324739307165146,0.0
425,10426,429,0.0423047590492118,99273,70,2,12,4142,14,2,Rent,Bachelor,Widowed,18,0.16789702,49704.0,0.037720263,0.13017675699569703,0.23204047773029243
426,10427,467,0.3127947004695703,36962,19,7,6,18994,2,13,Rent,Bachelor,Widowed,23,0.16627288,303904.0,0.16641714,-0.00014425678836821332,0.22934819728546182
427,10428,584,0.3391164299205945,62435,50,4,17,12443,7,29,Rent,High School,Widowed,1,0.0,186645.0,0.0035854694,-0.0035854694433510303,0.0
428,10429,838,0.2578750846458929,167276,55,3,14,13566,3,1,Own,PhD,Widowed,19,0.0,108528.0,0.0081222,-0.008122200146317482,0.0
429,10430,370,0.5285050241495974,158018,47,7,0,5802,2,25,Rent,Masters,Widowed,4,0.15827112,116040.0,0.16406587,-0.005794747662429822,0.21623564585309216
430,10431,719,0.3442098467842418,65924,34,0,18,7295,10,6,Mortgage,High School,Widowed,17,0.16475742,102130.0,0.15798783,0.006769586976928699,0.22684551474854156
431,10432,612,0.0556065433935658,178092,73,7,17,11066,19,28,Mortgage,High School,Divorced,5,0.15514602,210254.0,0.18000455,-0.0248585320067215,0.21118196424901728
432,10433,574,0.8946983304030193,181876,37,8,8,19442,10,15,Mortgage,Masters,Widowed,3,0.0,369398.0,0.017974567,-0.01797456666827202,0.0
433,10434,821,0.5152789463596866,184948,84,4,16,13499,8,11,Rent,Masters,Widowed,4,0.0,107992.0,0.0031635193,-0.0031635193154215813,0.0
434,10435,510,0.202391557288087,61438,46,8,2,10363,3,6,Rent,High School,Widowed,0,0.0,31089.0,0.0024467797,-0.0024467797484248877,0.0
435,10436,680,0.1486737019959365,142506,53,2,14,14411,11,14,Mortgage,Masters,Widowed,2,0.15058923,273809.0,0.16312328,-0.012534049809951792,0.20387970180787796
436,10437,720,0.1760636648553372,22627,88,9,3,19383,7,19,Rent,High School,Widowed,18,0.0,310128.0,0.0032763348,-0.0032763348426669836,0.0
437,10438,669,0.3956242047355673,114668,20,3,0,17861,17,26,Rent,Masters,Widowed,9,0.16146512,214332.0,0.17365083,-0.01218571098411561,0.2214396710605528
438,10439,442,0.0875082807925793,134982,72,9,4,12696,2,24,Mortgage,High School,Widowed,2,0.0,63480.0,0.002916259,-0.002916258992627263,0.0
439,10440,511,0.4080208932562498,52939,55,1,13,16954,8,10,Rent,High School,Widowed,8,0.16769192,254310.0,0.0060059754,0.1616859445822072,0.2316999109272133
440,10441,428,0.0757836609080979,58773,40,7,16,9367,17,13,Rent,High School,Widowed,25,0.0,37468.0,0.0038072334,-0.003807233413681388,0.0
441,10442,817,0.2555713286728738,90656,37,7,8,2929,6,5,Own,High School,Widowed,16,0.0,23432.0,0.0029798388,-0.002979838754981756,0.0
442,10443,622,0.8214571809649666,183137,79,9,0,16624,6,16,Rent,PhD,Widowed,9,0.16121866,299232.0,0.16194057,-0.0007219146459960801,0.22103669950502247
443,10444,849,0.5704998247776613,83898,61,9,0,4220,6,20,Mortgage,High School,Widowed,11,0.0,59080.0,0.002345433,-0.0023454329930245876,0.0
444,10445,635,0.1619979412698114,26160,67,2,19,18756,7,1,Mortgage,High School,Widowed,13,0.1652824,356364.0,0.013887731,0.15139466864159107,0.22771145594629844
445,10446,428,0.1860139320045956,28742,81,1,9,3099,6,14,Rent,Bachelor,Widowed,12,0.16654518,49584.0,0.017528638,0.14901654175632476,0.22979884740482986
446,10447,640,0.3957249514768005,188916,32,8,8,18580,16,24,Mortgage,High School,Divorced,0,0.0,111480.0,0.14975554,-0.1497555375099182,0.0
447,10448,786,0.9708317078714482,152925,30,7,11,15435,8,11,Own,High School,Widowed,5,0.1672593,61740.0,0.16087359,0.0063857081001281735,0.23098209922968824
448,10449,533,0.4467076006471048,183013,46,4,7,8546,0,7,Own,Masters,Widowed,22,0.0,170920.0,0.06396443,-0.06396442651748657,0.0
449,10450,513,0.3392267913471234,143070,36,8,14,12355,2,29,Mortgage,Masters,Widowed,2,0.0,135905.0,0.03199947,-0.03199946880340576,0.0
450,10451,752,0.3706306140108935,173141,58,1,17,4485,4,3,Own,High School,Widowed,10,0.1653664,58305.0,0.08928442,0.07608197998657226,0.2278501129118215
451,10452,613,0.0748846351459066,38485,65,8,4,14241,10,26,Mortgage,High School,Divorced,8,0.0,85446.0,0.009861457,-0.009861457161605358,0.0
452,10453,762,0.2729592222611551,153774,51,7,13,19480,19,2,Rent,Bachelor,Widowed,2,0.0,214280.0,0.08200859,-0.08200859278440475,0.0
453,10454,312,0.0459664202330303,172088,36,5,7,15298,8,25,Own,High School,Widowed,7,0.16347416,91788.0,0.18357286,-0.02009869857200622,0.22473338540265544
454,10455,330,0.1451933708683316,75579,47,9,7,10278,15,0,Rent,Bachelor,Widowed,19,0.15663242,30834.0,0.16160291,-0.004970494333343511,0.21358099039092762
455,10456,829,0.9076652635821691,106044,39,2,0,10788,1,5,Mortgage,Bachelor,Widowed,3,0.16164199,97092.0,0.14474964,0.016892348581542982,0.22172900632272852
456,10457,789,0.3182993533668209,183353,65,8,15,14905,12,21,Rent,Masters,Widowed,18,0.0,163955.0,0.0033405926,-0.003340592607855797,0.0
457,10458,692,0.3258314670592346,147584,59,5,3,4945,7,13,Rent,Bachelor,Widowed,9,0.15478125,93955.0,0.16021001,-0.005428763389587393,0.21059452064924014
458,10459,623,0.1599591665905858,182712,88,3,3,14016,3,13,Rent,High School,Widowed,8,0.0,224256.0,0.0026507757,-0.0026507757138460875,0.0
459,10460,462,0.1042593793269222,79930,61,9,7,11404,1,16,Mortgage,High School,Divorced,10,0.0,125444.0,0.0057927673,-0.005792767275124788,0.0
460,10461,501,0.5017199407682497,160401,23,7,4,7646,0,2,Rent,Masters,Widowed,0,0.0,99398.0,0.0025414377,-0.0025414377450942993,0.0
461,10462,517,0.376120864029865,140610,66,8,8,1824,3,11,Rent,Masters,Widowed,17,0.0,32832.0,0.0033760169,-0.0033760168589651585,0.0
462,10463,430,0.03663049224499,81557,33,6,10,17974,19,20,Rent,PhD,Widowed,28,0.16419768,125818.0,0.17863767,-0.014439988490409839,0.22592343605842102
463,10464,314,0.1256563276895625,187985,72,8,7,8357,19,0,Rent,Masters,Widowed,14,0.1529634,41785.0,0.16237554,-0.009412139541244507,0.20767450898815928
464,10465,814,0.391696261467287,24142,79,9,18,12964,12,3,Mortgage,PhD,Widowed,28,0.16991334,272244.0,0.1559524,0.013960945991363521,0.23539751982040047
465,10466,775,0.1682651069617942,165508,55,2,16,5515,13,6,Rent,High School,Widowed,16,0.0,82725.0,0.0027264615,-0.0027264615055173635,0.0
466,10467,544,0.3075676040901561,90183,21,5,0,6655,5,0,Rent,Bachelor,Widowed,19,0.0,19965.0,0.019964417,-0.019964417442679405,0.0
467,10468,645,0.0783655880854401,165933,31,0,2,12246,3,29,Rent,Masters,Widowed,28,0.1612873,122460.0,0.18129568,-0.020008378019523626,0.22114890474413942
468,10469,696,0.9580919372268836,184263,40,6,7,16973,6,0,Mortgage,Masters,Widowed,2,0.0,288541.0,0.0023579358,-0.0023579357657581568,0.0
469,10470,414,0.6054892077909041,78667,19,7,6,14933,7,26,Rent,Masters,Divorced,12,0.16522445,104531.0,0.19374391,-0.028519464365768438,0.22761581541289755
470,10471,486,0.4235794271146672,147431,41,5,0,19849,0,3,Rent,Masters,Widowed,15,0.0,416829.0,0.0023297265,-0.0023297264706343412,0.0
471,10472,847,0.419592782867402,116297,39,2,10,9046,18,2,Rent,High School,Widowed,13,0.0,63322.0,0.0048253895,-0.004825389478355646,0.0
472,10473,474,0.5504136143312379,41810,83,9,5,3696,3,12,Mortgage,Masters,Divorced,2,0.16936669,44352.0,0.16856892,0.0007977659305953844,0.23448577266904927
473,10474,625,0.0435115177983643,199961,37,6,16,11121,3,20,Rent,High School,Widowed,26,0.0,88968.0,0.0052746,-0.005274599883705378,0.0
474,10475,745,0.3645371073133077,171966,30,7,7,1119,7,15,Rent,PhD,Widowed,16,0.16074133,17904.0,0.14098625,0.01975508114917754,0.22025691971701652
475,10476,387,0.3435455705716628,41722,65,7,2,13363,12,13,Own,High School,Widowed,15,0.16705738,120267.0,0.17526309,-0.00820571192180633,0.230647324782108
476,10477,630,0.3761492482672369,179064,68,4,7,16972,15,7,Rent,PhD,Widowed,13,0.15804487,169720.0,0.13686883,0.02117603550445557,0.21586851130653487
477,10478,340,0.1214593428231359,60358,20,8,7,14226,3,23,Mortgage,PhD,Widowed,5,0.0,284520.0,0.004743894,-0.004743894096463919,0.0
478,10479,822,0.2232215364283806,27231,18,5,16,1580,19,7,Mortgage,Masters,Widowed,27,0.15363763,17380.0,0.15285933,0.0007782998226928683,0.2087560609529461
479,10480,592,0.0290148340207432,153738,27,8,19,17464,1,12,Mortgage,Masters,Divorced,16,0.0,34928.0,0.0057617137,-0.005761713720858097,0.0
480,10481,670,0.0522633494078488,195919,23,1,1,4717,14,11,Rent,Masters,Widowed,12,0.0,70755.0,0.08645045,-0.08645045012235641,0.0
481,10482,456,0.4477119889798555,142230,57,6,11,5093,13,0,Rent,PhD,Widowed,9,0.16727889,101860.0,0.13212822,0.03515066622318269,0.23101458722476712
482,10483,755,0.3542275843996244,91415,35,8,11,1028,7,7,Mortgage,High School,Widowed,2,0.0,21588.0,0.0021525759,-0.0021525758784264326,0.0
483,10484,608,0.3076053370191632,187117,75,4,5,5751,0,22,Rent,PhD,Widowed,15,0.15924977,34506.0,0.16121289,-0.0019631213402557246,0.21782597133514905
484,10485,799,0.3299628256966038,133611,39,4,0,17374,18,0,Mortgage,PhD,Widowed,18,0.0,330106.0,0.010843118,-0.010843117721378803,0.0
485,10486,763,0.8567479263761084,73811,35,5,8,2519,6,3,Mortgage,High School,Widowed,6,0.0,32747.0,0.0067014596,-0.006701459642499685,0.0
486,10487,575,0.452241748992396,192713,69,9,2,2165,9,14,Rent,PhD,Widowed,1,0.0,34640.0,0.005041299,-0.005041298922151327,0.0
487,10488,615,0.2644375407043089,98089,43,8,18,16781,9,20,Rent,High School,Widowed,17,0.0,117467.0,0.00425589,-0.004255889914929867,0.0
488,10489,810,0.2822730588402211,183055,39,6,1,13323,9,26,Rent,Bachelor,Widowed,9,0.1598502,159876.0,0.1744024,-0.014552200851249697,0.21880351575397614
489,10490,709,0.4031293630201568,53502,19,6,1,3981,10,6,Rent,Masters,Widowed,13,0.0,79620.0,0.0023975596,-0.0023975595831871033,0.0
490,10491,649,0.6610336724687379,25165,48,1,0,19885,2,7,Rent,Masters,Widowed,26,0.15014943,198850.0,0.14613383,0.0040156048170852665,0.20317906535027677
491,10492,780,0.807178881407125,129076,54,3,0,8165,6,13,Mortgage,PhD,Widowed,3,0.15014833,73485.0,0.007021287,0.14312704300950646,0.20317731387172533
492,10493,347,0.5801545784362885,98123,46,0,2,14597,4,9,Own,Masters,Widowed,1,0.16756846,291940.0,0.17206527,-0.004496812927284238,0.23149498756378226
493,10494,607,0.4530177676586214,92500,25,1,12,3858,2,8,Mortgage,Masters,Widowed,27,0.1564015,15432.0,0.14854401,0.007857486499786376,0.21320773448506597
494,10495,768,0.3809735185352767,49098,62,9,2,18593,17,9,Mortgage,Masters,Widowed,1,0.0,278895.0,0.045898687,-0.04589868709445,0.0
495,10496,843,0.799434513340952,73289,27,2,3,7782,6,24,Mortgage,High School,Widowed,14,0.1680714,54474.0,0.16398051,0.0040908861888885595,0.23233016631475342
496,10497,601,0.0523873633325491,145658,20,2,11,15440,16,0,Own,PhD,Widowed,25,0.16373345,185280.0,0.16146664,0.0022668067857742336,0.2251596306225569
497,10498,823,0.9427052632296808,189487,78,5,0,10108,7,4,Own,High School,Widowed,19,0.16339684,30324.0,0.17056878,-0.007171939110908521,0.224606330676542
498,10499,523,0.6441241182917177,36313,88,5,5,11522,6,3,Rent,Masters,Widowed,0,0.0,57610.0,0.0035187653,-0.003518765326589346,0.0
499,10500,344,0.0458331574176044,141480,54,1,13,17097,5,6,Rent,PhD,Widowed,2,0.15857515,239358.0,0.010690403,0.14788474682911634,0.2167293044649205
500,10501,805,0.3088085006308002,102312,52,8,2,19183,6,19,Rent,Masters,Widowed,8,0.0,191830.0,0.0022918708,-0.0022918707691133022,0.0
501,10502,378,0.0949633328790051,46164,44,8,2,15078,9,10,Mortgage,High School,Widowed,23,0.0,211092.0,0.0034219,-0.0034219000954180956,0.0
502,10503,613,0.1704644939280047,109993,56,8,7,15674,14,26,Mortgage,PhD,Widowed,8,0.16603075,172414.0,0.14717847,0.01885227891159058,0.2289477249910593
503,10504,328,0.0184392065117181,57687,18,5,12,15821,1,7,Rent,Masters,Married,1,0.0,332241.0,0.021028133,-0.02102813310921192,0.0
504,10505,483,0.367783522662556,105987,54,7,5,9723,2,8,Mortgage,Bachelor,Widowed,0,0.16080914,29169.0,0.1276403,0.03316883305038451,0.22036764199266892
505,10506,738,0.9423344712801478,171796,20,4,4,16230,7,15,Mortgage,Masters,Divorced,6,0.15914705,308370.0,0.1617589,-0.002611849688720691,0.21765887543119183
506,10507,395,0.0846403236879408,186695,28,8,10,13528,9,2,Mortgage,High School,Widowed,23,0.0,229976.0,0.05289001,-0.05289001017808914,0.0
507,10508,628,0.4266961077553842,51882,60,5,11,13701,18,8,Rent,High School,Widowed,18,0.0,41103.0,0.005198897,-0.005198896862566471,0.0
508,10509,848,0.080624164261346,43360,51,1,4,11753,9,7,Mortgage,Masters,Widowed,7,0.0,58765.0,0.0040025585,-0.004002558533102274,0.0
509,10510,785,0.7145127606062892,36844,35,6,1,12047,2,5,Mortgage,Masters,Married,1,0.1653945,156611.0,0.15500177,0.010392725569725036,0.22789650319821758
510,10511,452,0.1608831844538335,196720,53,1,11,5424,6,6,Rent,Masters,Single,1,0.16490225,21696.0,0.15902865,0.00587360066986084,0.22708429941285327
511,10512,701,0.2412979534521443,165954,34,7,10,9220,4,11,Rent,Masters,Single,16,0.0,147520.0,0.0060787178,-0.006078717764467001,0.0
512,10513,633,0.0860286765782031,163403,50,5,7,12492,12,10,Own,High School,Widowed,14,0.0,99936.0,0.011799742,-0.01179974153637886,0.0
513,10514,643,0.063198229218418,189524,52,4,4,19212,8,12,Rent,High School,Widowed,16,0.0,57636.0,0.0027981116,-0.002798111643642187,0.0
514,10515,642,0.0409356004450407,138830,89,3,2,10149,7,3,Rent,High School,Single,7,0.16812123,121788.0,0.13864668,0.029474552863578807,0.23241296865888278
515,10516,666,0.7424561960169651,100445,43,2,0,7156,7,15,Rent,Masters,Widowed,11,0.1585612,128808.0,0.15846562,9.557614440919293e-05,0.21670664580715812
516,10517,476,0.3394912449545458,163232,56,8,4,14849,2,1,Own,Masters,Married,10,0.1655808,282131.0,0.16815257,-0.0025717707244873045,0.22820414487106708
